f_property_type,f_room_type,f_neighbourhood_cleansed,f_neighbourhood_group_cleansed,n_accommodates,n_bathrooms,n_bedrooms,n_beds,n_review_scores_rating,n_number_of_reviews,n_reviews_per_month,n_minimum_nights,n_availability_365,n_days_sincelast,d_backyard,d_baking_sheet,d_barbecue_utensils,d_bathtub,d_beach_essentials,d_beachfront,d_bed_linens,d_bidet,d_bikes,d_board_games,d_building_staff,d_carbon_monoxide_alarm,d_cleaning_before_checkout,d_cleaning_products,d_cooking_basics,d_dining_table,d_dishes_and_silverware,d_drying_rack_for_clothing,d_elevator,d_essentials,d_ethernet_connection,d_ev_charger,d_extra_pillows_and_blankets,d_fire_extinguisher,d_fire_pit,d_first_aid_kit,d_freezer,d_hangers,d_host_greets_you,d_hot_tub,d_hot_water,d_hot_water_kettle,d_laundromat_nearby,d_lock_on_bedroom_door,d_lockbox,d_long_term_stays_allowed,d_luggage_dropoff_allowed,d_microwave,d_mini_fridge,d_mosquito_net,d_outdoor_dining_area,d_outdoor_furniture,d_outdoor_shower,d_outlet_covers,d_pool,d_private_entrance,d_private_pool,d_roomdarkening_shades,d_safe,d_security_cameras_on_property,d_shared_pool,d_single_level_home,d_smoke_alarm,d_toaster,d_waterfront,d_window_guards,d_wine_glasses,d_have_kitchen,d_have_stove,d_have_oven,d_have_frige,d_coffee_machine,d_have_gril,d_free_parking_on_premises,d_free_parking_on_street,d_paid_parking_on_premises,d_paid_parking_off_premises,d_wifi,d_have_cable,d_have_tv,d_have_sound_system,d_shampoo_conditioner,d_have_body_soapgel,d_have_washer,d_have_dryer,d_have_iron,d_have_heating,d_have_air_condfan,d_balcony,d_have_garden,d_have_breakfast,d_have_workoffice,d_family_friendly,d_have_fireplace,d_instant_bookable,d_has_availability,d_host_is_superhost,d_host_identity_verified,price,id,neighbourhood_cleansed,room_type,property_type,flag_review_scores_rating,flag_reviews_per_month,flag_days_sincelast,f_bathroom,f_bedroom,ln_bed,f_beds,f_review_scores_rating,f_number_of_reviews,f_minimum_nights
apartment,Entire home/apt,Vico del Gargano,Foggia,4,1,1,1,4.58,19,0.45,1,358,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,40,61993,Vico del Gargano,Entire home/apt,apartment,0,0,0,1,2,0,1,3,2,1
condo,Entire home/apt,Vieste,Foggia,6,1,2,6,4.67,3,0.05,2,184,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,200,63364,Vieste,Entire home/apt,condo,0,0,0,1,2,1.791759469228055,3,3,2,1
condo,Entire home/apt,Gallipoli,Lecce,4,1,1,2,4.38,82,0.81,3,358,130,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,63,113483,Gallipoli,Entire home/apt,condo,0,0,0,1,2,0.6931471805599453,1,3,3,1
condo,Entire home/apt,Monopoli,Bari,5,1,1,1,5,10,0.12,5,89,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,50,156103,Monopoli,Entire home/apt,condo,0,0,0,1,2,0,1,3,2,2
condo,Entire home/apt,Mesagne,Brindisi,4,1,2,4,4,1,0.02,7,358,1960,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,95,183491,Mesagne,Entire home/apt,condo,0,0,0,1,2,1.3862943611198906,2,3,2,2
condo,Entire home/apt,Uggiano la Chiesa,Lecce,4,1,2,4,4.83,7,0.09,7,0,105,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,26,221718,Uggiano la Chiesa,Entire home/apt,condo,0,0,0,1,2,1.3862943611198906,2,3,2,2
apartment,Entire home/apt,Alberobello,Bari,4,1,2,2,4.77,56,0.55,1,363,880,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,139,223061,Alberobello,Entire home/apt,apartment,0,0,0,1,2,0.6931471805599453,1,3,3,1
loft,Entire home/apt,Lecce,Lecce,2,1,1,1,4.84,45,1.07,3,59,60,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,100,483370,Lecce,Entire home/apt,loft,0,0,0,1,2,0,1,3,3,1
loft,Entire home/apt,Brindisi,Brindisi,2,1,1,1,5,23,0.2,1,365,36,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,51,681157,Brindisi,Entire home/apt,loft,0,0,0,1,2,0,1,3,2,1
condo,Entire home/apt,Bari,Bari,2,1,1,1,4.5,87,0.8,4,364,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,80,697727,Bari,Entire home/apt,condo,0,0,0,1,2,0,1,3,3,1
loft,Entire home/apt,Parabita,Lecce,6,1,0,4,4.74,20,0.19,2,127,160,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,60,698577,Parabita,Entire home/apt,loft,0,0,0,1,1,1.3862943611198906,2,3,2,1
apartment,Entire home/apt,Alberobello,Bari,3,1,1,2,4.94,50,0.45,1,38,80,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,93,723422,Alberobello,Entire home/apt,apartment,0,0,0,1,2,0.6931471805599453,1,3,3,1
apartment,Entire home/apt,Castrignano del Capo,Lecce,4,1,2,2,5,2,0.04,1,365,1460,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,80,930611,Castrignano del Capo,Entire home/apt,apartment,0,0,0,1,2,0.6931471805599453,1,3,2,1
condo,Entire home/apt,Brindisi,Brindisi,6,2,3,5,4.9,10,0.13,4,16,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,105,978290,Brindisi,Entire home/apt,condo,0,0,0,2,2,1.6094379124341003,2,3,2,1
loft,Entire home/apt,Nard,Lecce,3,1,1,2,4.79,54,0.52,2,365,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,49,1254890,Nard,Entire home/apt,loft,0,0,0,1,2,0.6931471805599453,1,3,3,1
apartment,Entire home/apt,Gagliano del Capo,Lecce,4,1,0,3,5,3,0.1,2,59,869,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,200,1293180,Gagliano del Capo,Entire home/apt,apartment,0,0,0,1,1,1.0986122886681098,2,3,2,1
loft,Entire home/apt,Carovigno,Brindisi,3,1,1,2,4.5,9,0.1,2,364,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,50,1354038,Carovigno,Entire home/apt,loft,0,0,0,1,2,0.6931471805599453,1,3,2,1
condo,Entire home/apt,Lecce,Lecce,2,1,1,1,4.93,209,2.05,3,265,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,73,1374534,Lecce,Entire home/apt,condo,0,0,0,1,2,0,1,3,3,1
condo,Entire home/apt,Porto Cesareo,Lecce,2,1,0,1,4.6,30,0.39,3,360,106,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,63,1377741,Porto Cesareo,Entire home/apt,condo,0,0,0,1,1,0,1,3,2,1
loft,Entire home/apt,Galatina,Lecce,2,1,1,1,3.5,4,0.06,3,318,757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,100,1379009,Galatina,Entire home/apt,loft,0,0,0,1,2,0,1,2,2,1
loft,Entire home/apt,Bari,Bari,2,1,1,2,4.57,53,0.53,2,363,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,63,1453841,Bari,Entire home/apt,loft,0,0,0,1,2,0.6931471805599453,1,3,3,1
loft,Entire home/apt,Leverano,Lecce,4,2,2,3,5,8,0.09,4,284,152,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,85,1477927,Leverano,Entire home/apt,loft,0,0,0,2,2,1.0986122886681098,2,3,2,1
loft,Entire home/apt,Brindisi,Brindisi,3,1,1,4,4.73,45,0.49,1,353,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,36,1485330,Brindisi,Entire home/apt,loft,0,0,0,1,2,1.3862943611198906,2,3,3,1
condo,Entire home/apt,Matino,Lecce,2,1,1,1,4.4,10,0.11,6,365,115,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,56,1495709,Matino,Entire home/apt,condo,0,0,0,1,2,0,1,3,2,2
condo,Entire home/apt,Lecce,Lecce,3,1,1,4,4.73,133,1.32,2,178,727,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,33,1609105,Lecce,Entire home/apt,condo,0,0,0,1,2,1.3862943611198906,2,3,3,1
loft,Entire home/apt,Isole Tremiti,Foggia,6,1,0,3,5,1,0.06,3,363,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,264,1886050,Isole Tremiti,Entire home/apt,loft,0,0,0,1,1,1.0986122886681098,2,3,2,1
loft,Entire home/apt,Bari,Bari,4,1,2,2,4.54,48,0.49,2,342,81,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,70,1949299,Bari,Entire home/apt,loft,0,0,0,1,2,0.6931471805599453,1,3,3,1
condo,Entire home/apt,Ugento,Lecce,6,1,2,4,4.83,0,0.39,7,0,123,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,57,2258164,Ugento,Entire home/apt,condo,1,1,1,1,2,1.3862943611198906,2,3,1,2
condo,Entire home/apt,Gallipoli,Lecce,4,1,2,4,4.89,40,0.46,6,261,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,65,2519220,Gallipoli,Entire home/apt,condo,0,0,0,1,2,1.3862943611198906,2,3,3,2
condo,Entire home/apt,Otranto,Lecce,4,1,1,4,4.75,12,0.16,3,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,40,2667061,Otranto,Entire home/apt,condo,0,0,0,1,2,1.3862943611198906,2,3,2,1
condo,Entire home/apt,Nard,Lecce,6,2,3,5,4.75,8,0.09,5,0,145,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,40,2732910,Nard,Entire home/apt,condo,0,0,0,2,2,1.6094379124341003,2,3,2,2
apartment,Entire home/apt,Polignano a Mare,Bari,4,2,2,2,4.83,0,0.39,3,266,123,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,81,2760067,Polignano a Mare,Entire home/apt,apartment,1,1,1,2,2,0.6931471805599453,1,3,1,1
apartment,Entire home/apt,Morciano di Leuca,Lecce,4,1,1,4,5,4,0.09,3,183,136,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,52,2804979,Morciano di Leuca,Entire home/apt,apartment,0,0,0,1,2,1.3862943611198906,2,3,2,1
condo,Entire home/apt,Morciano di Leuca,Lecce,5,1.5,2,3,5,9,0.13,7,234,82,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,76,2948145,Morciano di Leuca,Entire home/apt,condo,0,0,0,1,2,1.0986122886681098,2,3,2,2
condo,Entire home/apt,Gallipoli,Lecce,6,1,1,4,4.62,26,0.28,3,351,54,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,80,2990846,Gallipoli,Entire home/apt,condo,0,0,0,1,2,1.3862943611198906,2,3,2,1
loft,Entire home/apt,Specchia,Lecce,2,1,1,2,4.67,12,0.66,1,365,126,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,60,3232270,Specchia,Entire home/apt,loft,0,0,0,1,2,0.6931471805599453,1,3,2,1
condo,Entire home/apt,Lecce,Lecce,2,1,1,1,4.79,93,1.13,1,280,47,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,45,3314850,Lecce,Entire home/apt,condo,0,0,0,1,2,0,1,3,3,1
condo,Entire home/apt,Monopoli,Bari,4,1,3,4,4.7,37,0.59,2,182,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,86,3323836,Monopoli,Entire home/apt,condo,0,0,0,1,2,1.3862943611198906,2,3,3,1
condo,Entire home/apt,Monopoli,Bari,4,2,2,2,4.98,43,0.49,5,79,58,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,177,3451535,Monopoli,Entire home/apt,condo,0,0,0,2,2,0.6931471805599453,1,3,3,2
loft,Entire home/apt,Gallipoli,Lecce,6,1,3,10,2,2,0.05,2,365,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,35,3461144,Gallipoli,Entire home/apt,loft,0,0,0,1,2,2.302585092994046,3,2,2,1
condo,Entire home/apt,Ostuni,Brindisi,4,1,2,4,4.83,0,0.39,2,365,123,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,70,3575342,Ostuni,Entire home/apt,condo,1,1,1,1,2,1.3862943611198906,2,3,1,1
condo,Entire home/apt,Gallipoli,Lecce,6,1,2,4,4.83,0,0.39,7,0,123,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,35,3577234,Gallipoli,Entire home/apt,condo,1,1,1,1,2,1.3862943611198906,2,3,1,2
condo,Entire home/apt,Arnesano,Lecce,2,1,1,1,4.83,0,0.39,1,365,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,85,3590460,Arnesano,Entire home/apt,condo,1,1,1,1,2,0,1,3,1,1
loft,Entire home/apt,Lecce,Lecce,2,1,1,1,5,1,0.01,7,364,2691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,103,3625869,Lecce,Entire home/apt,loft,0,0,0,1,2,0,1,3,2,2
condo,Entire home/apt,Scorrano,Lecce,3,1,1,2,4.67,6,0.09,7,180,105,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,102,3680470,Scorrano,Entire home/apt,condo,0,0,0,1,2,0.6931471805599453,1,3,2,2
apartment,Entire home/apt,Salve,Lecce,5,1,1,4,5,1,0.02,6,364,1244,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,53,3684475,Salve,Entire home/apt,apartment,0,0,0,1,2,1.3862943611198906,2,3,2,2
condo,Entire home/apt,Lecce,Lecce,2,1.5,1,1,4.75,91,1.17,3,243,70,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,84,3701032,Lecce,Entire home/apt,condo,0,0,0,1,2,0,1,3,3,1
condo,Entire home/apt,Otranto,Lecce,4,1,1,2,5,6,0.14,5,177,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,65,3746120,Otranto,Entire home/apt,condo,0,0,0,1,2,0.6931471805599453,1,3,2,2
