f_property_type,f_room_type,f_neighbourhood_cleansed,f_neighbourhood_group_cleansed,f_host_response_time,p_host_response_rate,p_host_acceptance_rate,n_accommodates,n_bathrooms,n_bedrooms,n_beds,n_review_scores_rating,n_number_of_reviews,n_reviews_per_month,n_minimum_nights,n_availability_365,n_days_sincefirst,n_days_sincelast,d_reviews_per_month,d_backyard,d_baking_sheet,d_barbecue_utensils,d_bathtub,d_beach_essentials,d_beachfront,d_bed_linens,d_bidet,d_bikes,d_board_games,d_building_staff,d_carbon_monoxide_alarm,d_cleaning_before_checkout,d_cleaning_products,d_cooking_basics,d_dining_table,d_dishes_and_silverware,d_drying_rack_for_clothing,d_elevator,d_essentials,d_ethernet_connection,d_ev_charger,d_extra_pillows_and_blankets,d_fire_extinguisher,d_fire_pit,d_first_aid_kit,d_freezer,d_hangers,d_host_greets_you,d_hot_tub,d_hot_water,d_hot_water_kettle,d_laundromat_nearby,d_lock_on_bedroom_door,d_lockbox,d_long_term_stays_allowed,d_luggage_dropoff_allowed,d_microwave,d_mini_fridge,d_mosquito_net,d_outdoor_dining_area,d_outdoor_furniture,d_outdoor_shower,d_outlet_covers,d_pool,d_private_entrance,d_private_pool,d_roomdarkening_shades,d_safe,d_security_cameras_on_property,d_shared_pool,d_single_level_home,d_smoke_alarm,d_toaster,d_waterfront,d_window_guards,d_wine_glasses,d_have_kitchen,d_have_stove,d_have_oven,d_have_frige,d_have_o_machineee_machinecoffee,d_have_gril,d_have_freeon_premises,d_have_freestreet,d_have_paidon_premisvalet,d_have_paidoff_premisesselfparkingparking,d_have_wifiinternet,d_have_cable,d_have_tv,d_have_sound_system,d_have_shampooconditioner,d_have_body_soapgel,d_have_washer,d_have_dryer,d_have_iron,d_have_heating,d_have_air_condfan,d_have_balconyterrace,d_have_garden,d_have_breakfast,d_have_workoffice,d_have_childrenbabycribhighcornerchang,d_have_fireplace,d_instant_bookable,d_has_availability,d_host_is_superhost,d_host_identity_verified,price,id,neighbourhood_cleansed,room_type,property_type
condo,Entire home/apt,Brindisi,Brindisi,NA,NA,NA,5,1,2,3,4.71,9,0.14,36,274,1940,975,0.14,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,36,14554282,Brindisi,Entire home/apt,condo
condo,Entire home/apt,Giovinazzo,Bari,within a few hours,100,100,6,1,2,3,5,1,0.04,5,169,820,820,0.04,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,100,14601170,Giovinazzo,Entire home/apt,condo
loft,Entire home/apt,Lecce,Lecce,NA,NA,100,6,1,2,3,4.8,45,0.75,2,364,1797,468,0.75,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,120,14604703,Lecce,Entire home/apt,loft
loft,Entire home/apt,Gallipoli,Lecce,NA,NA,NA,4,1,1,3,4.75,4,0.06,2,365,1952,880,0.06,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,100,14620240,Gallipoli,Entire home/apt,loft
condo,Entire home/apt,Bisceglie,Barletta-Andria-Trani,NA,NA,NA,4,2,2,2,4.33,3,0.05,7,365,1931,1590,0.05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,60,14650409,Bisceglie,Entire home/apt,condo
condo,Entire home/apt,Bari,Bari,within an hour,100,98,4,2,2,2,4.79,77,1.19,2,138,1943,694,1.19,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,70,14741819,Bari,Entire home/apt,condo
loft,Entire home/apt,Alberobello,Bari,within a few hours,100,100,4,1,2,4,0,1,0.02,1,354,1947,1947,0.02,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,120,14828689,Alberobello,Entire home/apt,loft
loft,Entire home/apt,Bari,Bari,NA,NA,100,4,1,2,2,4.98,51,1,2,198,1532,752,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,75,14949457,Bari,Entire home/apt,loft
condo,Entire home/apt,Sannicola,Lecce,NA,NA,14,6,1,2,6,4.4,5,0.08,3,362,1885,132,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,115,14973117,Sannicola,Entire home/apt,condo
condo,Entire home/apt,Arnesano,Lecce,NA,NA,100,4,1,1,4,4.67,3,0.18,3,365,501,131,0.18,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,90,14977177,Arnesano,Entire home/apt,condo
condo,Entire home/apt,Lecce,Lecce,NA,NA,100,4,1,2,4,4.73,26,0.49,1,363,1603,85,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,87,15050164,Lecce,Entire home/apt,condo
loft,Entire home/apt,Bari,Bari,within an hour,100,100,5,1,1,2,4.6,48,0.75,1,58,1910,130,0.75,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,99,15364995,Bari,Entire home/apt,loft
condo,Entire home/apt,Vieste,Foggia,within an hour,100,100,4,1,1,4,4,2,0.04,1,11,1672,1287,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,41,15420377,Vieste,Entire home/apt,condo
loft,Entire home/apt,Lucera,Foggia,within an hour,100,89,2,1,NA,1,4.81,27,0.44,1,87,1824,95,0.44,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,41,15440074,Lucera,Entire home/apt,loft
condo,Entire home/apt,Vieste,Foggia,within an hour,100,100,4,1,1,4,NA,0,NA,1,11,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,43,15479345,Vieste,Entire home/apt,condo
condo,Entire home/apt,Oria,Brindisi,within a day,100,NA,4,1,1,2,5,4,0.07,3,304,1826,1256,0.07,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,57,15490779,Oria,Entire home/apt,condo
condo,Entire home/apt,Otranto,Lecce,NA,NA,0,6,1,2,4,NA,0,NA,7,362,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,186,15561495,Otranto,Entire home/apt,condo
condo,Entire home/apt,Rodi Garganico,Foggia,NA,NA,36,2,1,2,3,4.53,18,0.32,4,362,1696,133,0.32,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,50,15781969,Rodi Garganico,Entire home/apt,condo
loft,Entire home/apt,Cutrofiano,Lecce,NA,NA,100,4,1,2,4,4.67,3,0.06,3,358,1573,133,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,41,15853145,Cutrofiano,Entire home/apt,loft
condo,Entire home/apt,Lecce,Lecce,within an hour,100,90,5,2,2,2,4.94,35,0.58,5,48,1823,74,0.58,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,65,15892998,Lecce,Entire home/apt,condo
condo,Entire home/apt,Polignano a Mare,Bari,NA,NA,100,4,1,1,2,4.28,18,0.3,1,3,1794,795,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,49,16037088,Polignano a Mare,Entire home/apt,condo
loft,Entire home/apt,Nard,Lecce,within an hour,100,91,2,1,1,1,4.93,40,0.67,5,129,1788,41,0.67,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,66,16205815,Nard,Entire home/apt,loft
loft,Entire home/apt,Bari,Bari,within an hour,100,98,2,1.5,1,1,4.91,80,2.4,2,350,998,54,2.4,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,124,16319682,Bari,Entire home/apt,loft
condo,Entire home/apt,Bari,Bari,NA,NA,67,3,1,1,2,5,3,0.06,1,332,1600,1583,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,40,16575486,Bari,Entire home/apt,condo
condo,Entire home/apt,Foggia,Foggia,NA,NA,78,2,1,1,1,4.68,41,0.69,2,89,1782,107,0.69,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,35,16585436,Foggia,Entire home/apt,condo
condo,Entire home/apt,Salve,Lecce,a few days or more,0,100,4,1,2,4,4.5,4,0.14,7,188,845,108,0.14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,20,16601013,Salve,Entire home/apt,condo
condo,Entire home/apt,Taranto,Taranto,NA,NA,NA,3,1,1,2,4.38,14,0.24,1,0,1772,1230,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,50,16627932,Taranto,Entire home/apt,condo
condo,Entire home/apt,Taranto,Taranto,within an hour,100,100,5,1,2,3,4.6,76,1.27,2,164,1796,73,1.27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,39,16670518,Taranto,Entire home/apt,condo
condo,Entire home/apt,Gallipoli,Lecce,within an hour,100,97,4,1,1,1,4.58,26,0.47,4,270,1671,131,0.47,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,35,16903032,Gallipoli,Entire home/apt,condo
condo,Entire home/apt,Foggia,Foggia,NA,NA,50,4,1,1,2,4.89,28,0.52,5,333,1630,135,0.52,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,65,16921301,Foggia,Entire home/apt,condo
loft,Entire home/apt,Carovigno,Brindisi,within a few hours,100,29,2,1,1,2,4.82,11,0.2,3,273,1610,123,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,80,16989798,Carovigno,Entire home/apt,loft
condo,Entire home/apt,Sannicola,Lecce,NA,NA,NA,4,1,1,2,5,1,0.02,1,364,1609,1609,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,35,16992031,Sannicola,Entire home/apt,condo
condo,Entire home/apt,Francavilla Fontana,Brindisi,within a few hours,100,63,2,1,1,2,5,9,0.15,2,72,1746,109,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,45,17041006,Francavilla Fontana,Entire home/apt,condo
loft,Entire home/apt,Peschici,Foggia,NA,NA,100,2,1.5,1,2,4.85,13,0.24,1,90,1601,136,0.24,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,80,17132573,Peschici,Entire home/apt,loft
condo,Entire home/apt,Otranto,Lecce,within a few hours,100,NA,6,1,2,5,4.75,6,0.1,7,8,1775,1243,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,140,17209101,Otranto,Entire home/apt,condo
condo,Entire home/apt,Otranto,Lecce,NA,NA,100,3,2.5,2,2,4.89,37,0.69,4,204,1619,89,0.69,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,60,17220567,Otranto,Entire home/apt,condo
apartment,Entire home/apt,Bari,Bari,within a few hours,100,15,4,1,2,2,4.43,18,0.31,1,358,1754,509,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,60,17537140,Bari,Entire home/apt,apartment
condo,Entire home/apt,Peschici,Foggia,NA,NA,100,6,1,2,4,4.36,33,0.61,3,176,1615,120,0.61,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,40,17548486,Peschici,Entire home/apt,condo
loft,Entire home/apt,Nard,Lecce,NA,NA,0,4,1,1,2,5,12,0.22,1,178,1673,851,0.22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,27,17552943,Nard,Entire home/apt,loft
apartment,Entire home/apt,Melendugno,Lecce,NA,NA,NA,4,1,1,3,5,1,0.02,1,272,1637,1637,0.02,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,39,17631881,Melendugno,Entire home/apt,apartment
condo,Entire home/apt,Otranto,Lecce,NA,NA,100,6,1,2,7,4.69,13,0.25,3,362,1585,123,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,100,17661388,Otranto,Entire home/apt,condo
apartment,Entire home/apt,Trani,Barletta-Andria-Trani,NA,NA,0,5,1,2,5,4.75,4,0.09,1,360,1278,887,0.09,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,87,17687429,Trani,Entire home/apt,apartment
apartment,Entire home/apt,Melendugno,Lecce,NA,NA,NA,4,1,1,3,NA,0,NA,1,272,NA,NA,NA,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,59,17692252,Melendugno,Entire home/apt,apartment
loft,Entire home/apt,Gallipoli,Lecce,within a day,50,88,2,1,1,2,4.64,11,0.21,3,191,1587,82,0.21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,44,17710164,Gallipoli,Entire home/apt,loft
loft,Entire home/apt,Gallipoli,Lecce,within a day,50,88,3,1,1,2,4.5,10,0.23,3,126,1288,696,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,45,17726962,Gallipoli,Entire home/apt,loft
condo,Entire home/apt,Lecce,Lecce,NA,NA,100,6,2,3,4,5,3,0.07,4,0,1233,179,0.07,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,111,17740955,Lecce,Entire home/apt,condo
condo,Entire home/apt,Gallipoli,Lecce,NA,NA,100,6,2,2,3,NA,0,NA,5,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,98,17874933,Gallipoli,Entire home/apt,condo
condo,Entire home/apt,Trani,Barletta-Andria-Trani,NA,NA,NA,6,2,3,3,4.82,45,0.82,1,253,1653,58,0.82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,129,17879581,Trani,Entire home/apt,condo
apartment,Entire home/apt,Melendugno,Lecce,NA,NA,NA,2,1,1,1,NA,0,NA,2,272,NA,NA,NA,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,39,17883637,Melendugno,Entire home/apt,apartment
